NO_ASET,SUB_ASET,NO_ITEM,RINCIAN,NO_POLIS,TGL_POLIS,PREMI,KETERANGAN_ASURANSI,ALASAN_ASURANSI,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,STATUS,PERIODE,TAHUN,NO_ASURANSI,SCAN
120507001827,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000036,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000005,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000043,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000013,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000939,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000683,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120502001713,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik sudah tidak ada,,,,,1,6,2023,1,
120502001714,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik tidak ada,,,,,1,6,2023,1,
120502002420,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,fisik sudah tidak ada,,,,,1,6,2023,1,
120502001666,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120502001672,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120507000618,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000617,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000616,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000615,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000614,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000613,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000612,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000611,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000123,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000122,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000121,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000120,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120506001768,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Mon Dec 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120502001944,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120502001950,0,1,Civil Engineering Complleted Risks (CECR),0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CECR PT PELINDO REGIONAL 4_compressed20231127112403.pdf
120507000016,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000933,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120504001122,0,1,Motor Vehicle (MV),0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS KBM PT PELINDO REGIONAL 4_compressed_compressed20231127112309.pdf
120503000087,0,1,Marine Hull (MH),0401.22.002.4.00001-1/00,Fri Jan 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),2039414931,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS MARINE HULL PT PELINDO REGIONAL 4_compressed20231127112747.pdf
120507000627,0,1,Electronic Equipment Insurance (EEI),0904.23.003.4.00001-7/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),70000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - EEI20230209_compressed20231127105246.pdf
120504001781,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah rusak berat,,,,,1,6,2023,1,
120503000174,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah rusak berat,,,,,1,6,2023,1,
120502001664,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120502001665,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120502001677,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120502001670,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120401000016,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120508000003,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000011,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000001,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120605000942,0,1,Civil Engineering Complleted Risks (CECR),0906.23.011.4.00001-3/00,Tue Feb 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),14281120647,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/CECR_ORIGINAL_compressed20231127102105.pdf
120508000002,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000004,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000155,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000005,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120605000924,0,1,Property All Risks (PAR),0103.23.011.4.00001-3/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),549403299,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/PAR_ORIGINAL_compressed20231127102015.pdf
120605000929,0,1,Property All Risks (PAR),0103.23.011.4.00001-3/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),549403299,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/PAR_ORIGINAL_compressed20231127102015.pdf
120502005086,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005087,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005089,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005094,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120504001126,0,1,Motor Vehicle (MV),0202.22.002.4.00001-1/00,Tue Dec 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS KBM PT PELINDO REGIONAL 4_compressed_compressed20231127112309.pdf
120506001789,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120507000434,0,1,Electronic Equipment Insurance (EEI),0904.23.003.4.00001-7/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),70000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - EEI20230209_compressed20231127105246.pdf
120504001121,0,1,Motor Vehicle (MV),0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS KBM PT PELINDO REGIONAL 4_compressed_compressed20231127112309.pdf
120507000524,0,1,Electronic Equipment Insurance (EEI),0904.23.003.4.00001-7/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),70000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - EEI20230209_compressed20231127105246.pdf
120506001773,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120507000529,0,1,Electronic Equipment Insurance (EEI),0904.23.003.4.00001-7/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),70000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - EEI20230209_compressed20231127105246.pdf
120507000535,0,1,Electronic Equipment Insurance (EEI),0904.23.003.4.00001-7/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),70000000,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - EEI20230209_compressed20231127105246.pdf
120506001152,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000017,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000002,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000934,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000015,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120507000047,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000033,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000053,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000068,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000055,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000867,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000056,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000074,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000057,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000866,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000095,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120507000058,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120401000015,0,1,Property All Risks (PAR),0103.23.003.4.00001-7/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),2310273233,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - PAR20230209_compressed20231127105016.pdf
120508000008,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000010,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120508000009,0,1,Motor Vehicle (MV),0202.23.003.4.00001-7/00,Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),920264591,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PELINDO III - MV20230220_compressed20231127105801.pdf
120502001957,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120502005090,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005096,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005098,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005101,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005102,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005108,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005109,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005110,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005111,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
120502005112,0,1,Civil Engineering Complleted Risks (CECR),0906.23.003.4.00001-7/00,Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),4683406068,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS SCHEDULE PELINDO III - CECR2023020920231127105857.pdf
